user_id,signup_date,cohort_month,last_activity_date,days_since_signup,days_since_last_activity,sessions_7d,sessions_30d,onboarding_completed,first_purchase_done,purchase_count_90d,gmv_90d_rub,aov_rub,refund_rate_90d,promo_share_90d,price_sensitivity,category_affinity_top,loyalty_level,has_subscription,preferred_channel,push_opt_in,email_opt_in,sms_opt_in,push_open_rate_90d,email_open_rate_90d,click_rate_90d,send_time_pref,device,city_tier,support_tickets_90d,nps_last,churn_risk,ltv_proxy,push_sent_30d,email_sent_30d,inapp_shown_30d,channel_fatigue_score,last_campaign_type,days_since_last_campaign,crm_conversions_90d,true_value_tier,true_lifecycle_stage,true_price_segment,true_segment_label,true_recommended_channel,true_next_goal,product_views_7d,product_views_30d,add_to_cart_30d,wishlist_items,last_view_category,days_since_last_cart_add,abandoned_cart_flag,cart_value_rub,true_trigger_event,true_nba_action
u000388,2025-05-24,2025-05,2025-08-07,223,148,0,5,1,0,0,0,2987,0.036,0.418,0.588,Авто,,0,email,1,0,0,0.0,0.027,0.004,ночь,Android,1,1,6,1.0,0,6,3,0,0.569,промо,6,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Авто,,0,0,none,winback
u000389,2025-04-03,2025-04,2025-12-25,274,8,0,9,0,0,0,0,1403,0.241,0.553,0.609,Одежда,,0,inapp,1,0,1,0.369,0.047,0.149,утро,Android,2,0,8,0.589,0,3,4,0,0.38,upsell,14,1,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,inapp,активация,0,39,1,0,Одежда,8.0,1,648,abandoned_cart,cart_recovery
u000390,2025-12-21,2025-12,2025-12-20,12,13,0,3,0,1,0,0,1813,0.101,0.318,0.505,Финансы,,0,inapp,1,1,0,0.126,0.0,0.069,день,Android,1,1,5,0.736,0,7,4,5,0.646,реактивация,7,0,High,New_Unactivated,Not_Price_Sensitive,Activation,inapp,активация,0,24,0,0,Финансы,,0,0,none,onboarding_nudge
u000391,2025-11-19,2025-11,2025-12-17,44,16,1,17,1,1,4,18700,4084,0.08,0.213,0.427,Авто,,0,push,1,1,1,0.53,0.448,0.12,утро,Android,3,0,4,0.336,18700,5,3,3,0.222,промо,31,0,VIP,Active_Buyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,139,3,0,Продукты,23.0,0,2493,none,apology_help
u000392,2025-10-16,2025-10,2025-12-27,78,6,1,5,1,0,0,0,4556,0.032,0.399,0.502,Финансы,Gold,0,sms,0,1,1,0.015,0.197,0.072,день,Android,1,1,5,0.642,0,5,4,3,0.545,активация,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,sms,активация,9,35,2,1,Финансы,4.0,0,5423,none,content_reco
u000393,2025-08-04,2025-08,2025-12-30,151,3,2,5,1,0,0,0,1812,0.058,0.338,0.305,Продукты,,0,push,1,0,0,0.34,0.015,0.12,день,iOS,2,0,7,0.617,0,8,3,4,0.538,активация,26,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,13,23,0,0,Продукты,,0,0,browse_no_cart,content_reco
u000394,2025-12-09,2025-12,2025-07-28,24,158,0,1,0,0,0,0,2613,0.181,0.199,0.236,Продукты,,0,push,1,0,0,0.006,0.028,0.0,ночь,Web,2,1,9,1.0,0,8,1,4,0.633,upsell,20,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,0,0,0,0,Продукты,,0,0,none,onboarding_nudge
u000395,2025-02-21,2025-02,2025-12-15,315,18,2,3,0,0,0,0,2437,0.093,0.226,0.3,Авто,Silver,0,push,0,0,1,0.024,0.01,0.015,вечер,iOS,1,0,0,0.777,0,6,5,6,0.7,реактивация,10,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,27,1,0,Детские,17.0,0,2097,none,apology_help
u000396,2025-06-03,2025-06,2025-11-01,213,62,0,3,0,0,0,0,1091,0.005,0.721,0.727,Продукты,,0,inapp,1,0,0,0.087,0.032,0.039,утро,Android,3,0,8,1.0,0,8,0,3,0.566,промо,24,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Продукты,,0,0,none,winback
u000397,2025-07-06,2025-07,2025-10-21,180,73,0,4,1,1,1,2834,2645,0.115,0.34,0.378,Детские,Silver,0,email,0,1,1,0.024,0.167,0.011,утро,Android,2,0,5,1.0,2834,3,6,9,0.654,активация,38,0,High,Dormant,Not_Price_Sensitive,Reactivation,email,реактивация,0,0,2,0,Красота,10.0,0,2076,none,winback
u000398,2025-03-05,2025-03,2025-12-17,303,16,0,4,0,0,0,0,612,0.18,0.302,0.375,Красота,,0,email,1,1,0,0.063,0.256,0.0,вечер,Android,3,1,5,0.743,0,7,5,5,0.586,реактивация,9,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,0,31,0,0,Красота,,0,0,none,content_reco
u000399,2025-07-10,2025-07,2025-12-20,176,13,0,2,0,0,0,0,3296,0.004,0.376,0.51,Одежда,Silver,0,push,1,0,0,0.163,0.028,0.0,вечер,iOS,1,1,1,0.753,0,5,1,2,0.487,активация,12,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,25,0,0,Одежда,,0,0,none,apology_help
u000400,2025-05-06,2025-05,2025-12-17,241,16,1,9,1,1,3,7694,2661,0.075,0.515,0.606,Спорт,Silver,1,push,1,0,0,0.425,0.019,0.131,утро,Android,2,1,4,0.476,8463,11,6,0,0.536,промо,13,0,VIP,Active_Buyer,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,5,75,3,2,Спорт,26.0,0,2767,none,apology_help
u000401,2025-05-31,2025-05,2025-10-17,216,77,0,4,0,0,0,0,378,0.004,0.34,0.397,Красота,,0,email,0,0,0,0.017,0.036,0.0,утро,Web,2,0,6,1.0,0,6,1,2,0.559,промо,11,0,High,Dormant,Not_Price_Sensitive,Reactivation,inapp,реактивация,0,0,1,0,Красота,35.0,1,300,abandoned_cart,cart_recovery
u000402,2025-11-11,2025-11,2025-09-15,52,109,1,2,0,0,0,0,1175,0.088,0.145,0.312,Электроника,Silver,0,email,1,0,0,0.0,0.039,0.0,вечер,Android,1,1,6,1.0,0,5,5,3,0.631,удержание,10,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Красота,,0,0,none,winback
u000403,2025-02-28,2025-02,2025-11-08,308,55,0,7,0,1,2,1314,758,0.03,0.461,0.585,Дом,,0,email,1,1,1,0.106,0.156,0.089,день,Android,3,1,3,0.836,1314,12,2,8,0.692,активация,7,0,High,Dormant,Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Финансы,,0,0,none,apology_help
u000404,2025-12-09,2025-12,2025-12-20,24,13,0,9,1,1,1,1283,1137,0.061,0.302,0.442,Продукты,Silver,1,email,1,1,0,0.212,0.28,0.063,утро,Android,2,1,7,0.451,1411,5,3,0,0.367,промо,21,1,High,First_Buyer,Not_Price_Sensitive,Retention,email,удержание,3,59,1,0,Продукты,5.0,1,476,abandoned_cart,cart_recovery
u000405,2025-11-02,2025-11,2025-08-10,61,145,1,4,1,0,0,0,2151,0.049,0.836,0.864,Электроника,Gold,0,push,0,1,0,0.016,0.0,0.0,день,iOS,3,1,7,1.0,0,7,2,8,0.707,активация,7,0,High,Dormant,Promo_Hunter,Reactivation,email,реактивация,0,0,0,0,Электроника,,1,1101,abandoned_cart,cart_recovery
u000406,2025-06-30,2025-06,2025-11-29,186,34,0,0,1,0,0,0,5210,0.08,0.556,0.647,Продукты,,0,sms,1,1,1,0.043,0.0,0.008,утро,iOS,3,0,9,0.963,0,4,4,4,0.613,удержание,33,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,3,0,2,0,Продукты,10.0,0,6241,none,winback
u000407,2025-06-20,2025-06,2025-12-28,196,5,2,5,1,0,0,0,2655,0.012,0.153,0.278,Одежда,Silver,0,push,1,1,0,0.272,0.343,0.088,день,Android,2,0,7,0.634,0,7,2,2,0.367,активация,7,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,10,25,0,0,Детские,,0,0,browse_no_cart,content_reco
u000408,2025-11-23,2025-11,2025-11-04,40,59,0,0,0,0,0,0,1621,0.063,0.39,0.456,Одежда,Silver,1,push,0,0,0,0.006,0.0,0.0,вечер,Android,1,0,5,1.0,0,11,3,0,0.661,upsell,71,0,High,Dormant,Not_Price_Sensitive,Reactivation,inapp,реактивация,2,0,1,0,Одежда,1.0,0,1085,none,winback
u000409,2025-09-29,2025-09,2025-11-30,95,33,0,0,0,0,0,0,2965,0.103,0.444,0.579,Детские,,0,email,0,0,1,0.0,0.0,0.062,вечер,iOS,2,0,10,0.955,0,4,0,2,0.53,реактивация,23,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,inapp,реактивация,0,0,0,0,Детские,,0,0,none,winback
u000410,2025-02-24,2025-02,2025-09-24,312,100,1,0,0,0,0,0,2810,0.151,0.269,0.453,Красота,,0,email,1,0,0,0.0,0.021,0.033,день,Android,2,0,3,1.0,0,7,1,2,0.588,промо,19,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,5,0,1,0,Красота,5.0,1,1452,abandoned_cart,cart_recovery
u000411,2025-04-12,2025-04,2025-11-30,265,33,3,3,0,0,0,0,4428,0.25,0.561,0.562,Дом,Platinum,1,push,1,1,1,0.091,0.248,0.034,день,Android,2,0,5,0.903,0,4,5,1,0.461,upsell,26,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,9,5,0,0,Дом,,0,0,browse_no_cart,winback
u000412,2025-09-22,2025-09,2025-12-03,102,30,1,6,0,0,0,0,3167,0.065,0.329,0.616,Дом,Silver,1,inapp,1,1,0,0.252,0.171,0.07,утро,Android,1,0,6,0.825,0,4,3,3,0.427,upsell,12,1,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,2,52,2,0,Продукты,9.0,1,1847,abandoned_cart,cart_recovery
u000413,2025-02-23,2025-02,2025-12-24,313,9,1,7,1,0,0,0,2004,0.034,0.249,0.275,Путешествия,,0,sms,1,1,0,0.263,0.236,0.066,день,Web,1,0,9,0.632,0,4,0,5,0.38,промо,15,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,40,1,0,Красота,4.0,1,1037,abandoned_cart,cart_recovery
u000414,2025-03-02,2025-03,2025-12-28,306,5,2,7,1,1,0,0,873,0.108,0.473,0.547,Одежда,Gold,0,email,1,0,0,0.352,0.028,0.097,утро,iOS,2,2,4,0.599,0,4,1,4,0.428,промо,8,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,17,65,2,0,Одежда,14.0,1,629,abandoned_cart,cart_recovery
u000415,2025-04-19,2025-04,2025-12-13,258,20,0,9,1,0,0,0,4198,0.157,0.58,0.692,Дом,,0,push,1,0,0,0.328,0.013,0.052,вечер,Android,2,0,5,0.689,0,3,4,3,0.46,активация,22,1,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,4,42,2,2,Красота,26.0,0,4050,none,content_reco
u000416,2025-01-06,2025-01,2025-09-06,361,118,3,0,1,0,0,0,1866,0.014,0.57,0.656,Спорт,Gold,0,push,1,1,1,0.107,0.0,0.035,день,Android,3,1,10,1.0,0,6,2,2,0.554,промо,4,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,5,0,2,0,Спорт,12.0,1,1187,abandoned_cart,cart_recovery
u000417,2025-04-14,2025-04,2025-11-16,263,47,2,1,0,1,0,0,1226,0.216,0.18,0.225,Одежда,Silver,0,push,0,1,1,0.017,0.0,0.01,вечер,Web,1,0,8,1.0,0,11,2,2,0.673,upsell,3,0,High,Dormant,Not_Price_Sensitive,Reactivation,email,реактивация,0,0,0,1,Одежда,,0,0,none,winback
u000418,2025-07-16,2025-07,2025-08-31,170,124,0,3,0,0,0,0,671,0.011,0.309,0.43,Электроника,,0,push,1,1,1,0.121,0.0,0.0,день,Android,3,1,7,1.0,0,6,3,2,0.565,upsell,7,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,1,1,Электроника,12.0,0,588,none,winback
u000419,2025-09-20,2025-09,2025-12-22,104,11,0,2,0,0,0,0,1062,0.177,0.387,0.599,Электроника,,0,push,1,1,0,0.264,0.092,0.007,вечер,Android,3,0,5,0.737,0,3,3,3,0.438,промо,7,1,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,4,23,1,0,Красота,7.0,0,1061,none,content_reco
u000420,2026-01-01,2026-01,2025-12-27,1,6,3,6,0,1,2,4815,2493,0.165,0.605,0.647,Электроника,,0,email,0,1,0,0.023,0.307,0.05,день,Android,1,1,6,0.445,4815,11,0,6,0.581,удержание,42,0,High,New_Unactivated,Price_Sensitive,Activation,inapp,активация,21,35,0,1,Электроника,,0,0,none,onboarding_nudge
u000421,2025-12-17,2025-12,2025-12-16,16,17,0,4,0,0,0,0,1613,0.076,0.212,0.217,Одежда,,0,push,1,1,0,0.341,0.113,0.034,утро,iOS,1,0,9,0.752,0,10,2,5,0.532,активация,24,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,0,35,4,1,Одежда,26.0,1,3040,abandoned_cart,cart_recovery
u000422,2025-02-17,2025-02,2025-12-12,319,21,1,5,1,0,0,0,3448,0.025,0.281,0.276,Красота,Gold,1,push,0,0,0,0.002,0.0,0.038,утро,Android,1,0,5,0.767,0,8,3,5,0.696,промо,2,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,11,39,1,0,Красота,4.0,0,3327,none,winback
u000423,2025-12-22,2025-12,2025-10-31,11,63,0,11,1,1,2,8781,4869,0.063,0.442,0.614,Детские,Silver,0,push,1,1,0,0.299,0.066,0.01,утро,Android,2,1,3,0.832,8781,11,1,8,0.617,удержание,22,0,VIP,Dormant,Price_Sensitive,Service_Recovery,email,сервис/поддержка,3,0,2,0,Детские,11.0,1,3194,abandoned_cart,cart_recovery
u000424,2025-11-08,2025-11,2025-06-06,55,210,0,2,1,0,0,0,618,0.108,0.595,0.627,Одежда,Silver,0,inapp,1,1,0,0.0,0.04,0.034,день,iOS,2,0,7,1.0,0,3,4,5,0.614,удержание,17,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,3,0,0,1,Детские,,0,0,none,winback
u000425,2025-11-05,2025-11,2025-12-19,58,14,0,6,0,1,2,2614,1142,0.082,0.174,0.295,Одежда,Gold,1,push,1,1,0,0.462,0.207,0.053,вечер,iOS,2,0,8,0.512,3105,9,4,3,0.429,промо,9,0,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,0,51,1,0,Дом,10.0,0,703,none,personalized_upsell
u000426,2025-05-25,2025-05,2025-12-27,222,6,0,6,1,1,1,2402,2157,0.052,0.156,0.307,Продукты,,0,email,1,1,1,0.151,0.275,0.062,день,Web,2,0,8,0.445,2402,1,2,3,0.36,удержание,8,1,High,First_Buyer,Not_Price_Sensitive,Retention,email,удержание,4,54,3,0,Продукты,6.0,0,2388,none,content_reco
u000427,2025-09-27,2025-09,2025-11-25,97,38,5,3,0,1,1,5146,4511,0.019,0.463,0.337,Путешествия,Gold,1,push,1,1,1,0.177,0.079,0.0,утро,Android,2,0,6,0.764,6113,6,3,2,0.511,удержание,40,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,8,0,0,0,Путешествия,,0,0,none,winback
u000428,2025-05-05,2025-05,2025-12-24,242,9,2,12,0,1,3,4043,1260,0.173,0.324,0.509,Электроника,Silver,0,inapp,1,1,0,0.514,0.441,0.154,ночь,Android,2,0,6,0.365,4043,5,4,4,0.265,удержание,22,1,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,10,96,0,0,Электроника,,0,0,none,personalized_upsell
u000429,2025-04-17,2025-04,2025-08-14,260,141,5,3,0,0,0,0,2262,0.025,0.291,0.542,Дом,Silver,0,email,1,0,0,0.0,0.018,0.022,утро,Android,2,0,8,1.0,0,7,1,4,0.623,удержание,8,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,23,0,0,0,Дом,,0,0,browse_no_cart,winback
u000430,2025-06-08,2025-06,2025-12-18,208,15,0,5,0,0,0,0,1097,0.123,0.291,0.364,Одежда,,0,inapp,1,0,0,0.207,0.004,0.108,вечер,Android,2,0,7,0.718,0,2,1,4,0.462,промо,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,42,2,1,Одежда,3.0,1,530,abandoned_cart,cart_recovery
u000431,2025-05-28,2025-05,2025-12-29,219,4,0,5,0,0,0,0,1908,0.044,0.292,0.388,Дом,,0,email,1,1,0,0.213,0.338,0.05,вечер,iOS,2,1,6,0.626,0,8,1,5,0.443,промо,8,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,10,45,0,1,Дом,,0,0,browse_no_cart,content_reco
u000432,2025-05-26,2025-05,2025-12-29,221,4,0,6,1,1,1,2164,2156,0.037,0.696,0.798,Электроника,Silver,1,inapp,1,1,0,0.174,0.287,0.129,ночь,Android,2,0,5,0.428,2380,7,5,1,0.462,удержание,11,0,High,First_Buyer,Promo_Hunter,Promo_Driven,push,промо,2,40,3,0,Электроника,4.0,0,1167,none,promo_offer
u000433,2025-05-01,2025-05,2025-12-23,246,10,1,9,0,0,0,0,1671,0.033,0.331,0.393,Одежда,Silver,0,push,1,1,0,0.442,0.393,0.092,день,Android,2,1,5,0.606,0,1,5,2,0.229,активация,7,2,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,8,65,2,0,Одежда,14.0,0,1681,none,content_reco
u000434,2025-11-16,2025-11,2025-12-09,47,24,0,4,1,0,0,0,4918,0.017,0.748,0.873,Продукты,,0,email,0,1,0,0.021,0.2,0.047,день,Android,2,1,9,0.81,0,8,3,2,0.558,сервис/поддержка,19,0,High,Active_NonBuyer,Promo_Hunter,Reactivation,email,реактивация,3,35,0,0,Продукты,,0,0,none,winback
u000435,2025-10-03,2025-10,2025-12-28,91,5,1,5,0,1,2,7614,3845,0.058,0.246,0.4,Спорт,,0,push,1,1,1,0.439,0.374,0.077,утро,Web,1,0,8,0.454,7614,4,6,3,0.321,активация,25,2,VIP,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,8,41,0,1,Спорт,,0,0,none,personalized_upsell
u000436,2025-04-03,2025-04,2025-12-10,274,23,1,11,1,0,0,0,1676,0.065,0.428,0.615,Продукты,,0,email,1,1,1,0.305,0.349,0.092,утро,Android,3,1,6,0.679,0,4,1,5,0.335,активация,27,1,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,email,активация,0,95,2,2,Продукты,39.0,1,717,abandoned_cart,cart_recovery
u000437,2025-02-28,2025-02,2025-12-15,308,18,0,6,1,0,0,0,1731,0.005,0.586,0.555,Финансы,,0,sms,1,1,0,0.125,0.273,0.011,день,Android,3,0,5,0.725,0,4,2,4,0.437,сервис/поддержка,32,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,0,43,0,1,Финансы,,1,699,abandoned_cart,cart_recovery
u000438,2025-12-13,2025-12,2026-01-01,20,1,3,7,0,0,0,0,3098,0.078,0.534,0.633,Продукты,Silver,0,push,0,1,0,0.0,0.329,0.066,день,Android,1,0,5,0.566,0,8,3,6,0.582,upsell,47,0,High,New_NoPurchase,Price_Sensitive,Activation,inapp,активация,22,60,1,0,Продукты,25.0,0,1457,none,onboarding_nudge
u000439,2025-08-18,2025-08,2025-12-20,137,13,3,4,1,1,3,5546,2051,0.114,0.631,0.719,Спорт,Silver,0,push,1,1,0,0.246,0.197,0.018,день,iOS,2,0,5,0.538,5546,5,3,4,0.453,upsell,22,0,High,Active_Buyer,Price_Sensitive,VIP_Retention_Upsell,email,upsell,5,42,2,1,Спорт,26.0,0,1167,none,personalized_upsell
u000440,2025-04-28,2025-04,2025-12-28,249,5,1,7,0,0,0,0,2012,0.127,0.282,0.447,Красота,,0,push,1,0,0,0.517,0.016,0.028,утро,iOS,2,0,3,0.599,0,3,3,4,0.383,активация,20,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,12,67,0,0,Электроника,,0,0,browse_no_cart,apology_help
u000441,2025-11-15,2025-11,2025-12-21,48,12,2,9,1,1,3,4094,1369,0.005,0.342,0.431,Одежда,Gold,0,push,0,1,1,0.007,0.365,0.021,день,iOS,2,1,8,0.442,4422,3,2,6,0.465,промо,23,0,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,12,51,0,1,Детские,,0,0,none,personalized_upsell
u000442,2025-10-07,2025-10,2025-12-24,87,9,2,7,0,1,0,0,2778,0.135,0.722,0.69,Продукты,,0,email,1,1,0,0.28,0.293,0.113,день,iOS,1,0,9,0.632,0,8,1,6,0.451,удержание,7,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,email,активация,1,58,1,1,Продукты,4.0,1,1120,abandoned_cart,cart_recovery
u000443,2025-05-08,2025-05,2025-11-26,239,37,0,2,1,0,0,0,1405,0.113,0.262,0.254,Путешествия,Gold,0,push,1,1,0,0.277,0.0,0.0,вечер,Android,3,0,3,0.953,0,8,3,2,0.536,реактивация,2,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Путешествия,,1,635,abandoned_cart,cart_recovery
u000444,2025-05-10,2025-05,2025-12-15,237,18,1,5,0,0,0,0,1405,0.089,0.181,0.261,Финансы,Silver,1,push,0,0,1,0.006,0.032,0.092,вечер,iOS,2,0,4,0.742,0,7,3,3,0.631,активация,13,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,42,0,0,Финансы,,0,0,none,apology_help
u000445,2025-02-28,2025-02,2025-12-24,308,9,3,7,1,1,5,12780,2343,0.365,0.435,0.469,Дом,Silver,1,push,1,1,1,0.346,0.271,0.109,день,iOS,2,0,5,0.452,14058,10,0,5,0.433,активация,3,0,VIP,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,0,60,2,1,Дом,17.0,0,2763,none,personalized_upsell
u000446,2025-05-03,2025-05,2025-10-04,244,90,0,5,1,1,3,5682,2159,0.04,0.584,0.613,Дом,,0,push,0,1,0,0.025,0.076,0.0,вечер,iOS,3,0,7,1.0,5682,9,2,4,0.64,активация,17,0,High,Dormant,Price_Sensitive,Reactivation,email,реактивация,0,0,2,0,Дом,9.0,1,896,abandoned_cart,cart_recovery
u000447,2025-01-02,2025-01,2025-12-11,365,22,0,6,0,0,0,0,2036,0.052,0.188,0.295,Красота,Platinum,1,push,1,1,1,0.333,0.071,0.067,день,Web,2,0,7,0.758,0,11,1,3,0.518,промо,41,1,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,25,2,0,Красота,5.0,0,1274,none,winback
u000448,2025-08-28,2025-08,2025-12-21,127,12,6,7,0,0,0,0,736,0.088,0.464,0.442,Продукты,Platinum,0,email,1,1,1,0.205,0.41,0.101,день,iOS,1,1,6,0.658,0,7,2,2,0.367,сервис/поддержка,18,4,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,15,43,2,0,Продукты,24.0,0,553,none,content_reco
u000449,2025-10-18,2025-10,2025-09-29,76,95,4,5,0,0,0,0,2278,0.073,0.112,0.163,Спорт,,0,push,1,0,0,0.366,0.025,0.002,утро,Android,2,0,10,1.0,0,8,2,6,0.54,активация,24,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,14,0,0,0,Спорт,,0,0,browse_no_cart,winback
u000450,2025-04-07,2025-04,2025-08-19,270,136,0,0,1,0,0,0,662,0.131,0.233,0.311,Электроника,Gold,0,push,1,1,0,0.144,0.1,0.025,день,Android,1,2,1,1.0,0,6,4,6,0.599,промо,38,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,3,10,3,0,Электроника,4.0,0,410,none,apology_help
u000451,2025-05-07,2025-05,2025-11-13,240,50,0,0,0,0,0,0,3506,0.08,0.323,0.457,Авто,,0,inapp,1,0,0,0.033,0.022,0.066,утро,Android,3,0,10,1.0,0,4,0,2,0.508,активация,39,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,1,0,1,0,Авто,18.0,1,1125,abandoned_cart,cart_recovery
u000452,2025-04-29,2025-04,2025-11-16,248,47,0,6,1,0,0,0,1474,0.002,0.683,0.678,Дом,Silver,0,email,1,1,1,0.0,0.17,0.063,день,Web,2,0,6,0.967,0,4,2,6,0.562,удержание,10,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,1,0,Продукты,2.0,1,690,abandoned_cart,cart_recovery
u000453,2025-02-18,2025-02,2025-12-26,318,7,2,3,0,0,0,0,2181,0.008,0.466,0.578,Детские,Silver,1,push,1,0,0,0.108,0.008,0.039,вечер,iOS,2,1,5,0.686,0,9,1,4,0.617,промо,26,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,13,15,0,0,Детские,,0,0,browse_no_cart,content_reco
u000454,2025-03-31,2025-03,2025-12-25,277,8,4,4,0,0,0,0,1452,0.041,0.496,0.71,Одежда,Platinum,1,inapp,1,1,0,0.16,0.082,0.121,день,Android,3,0,7,0.677,0,5,3,5,0.55,реактивация,26,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,inapp,активация,28,26,0,1,Одежда,,0,0,browse_no_cart,content_reco
u000455,2025-08-26,2025-08,2025-12-22,129,11,2,7,1,1,1,2601,2367,0.012,0.635,0.688,Электроника,,0,sms,1,1,0,0.227,0.231,0.056,день,iOS,2,0,5,0.469,2601,9,1,6,0.513,удержание,14,0,High,First_Buyer,Price_Sensitive,Retention,push,удержание,0,44,0,1,Спорт,,0,0,none,content_reco
u000456,2025-09-30,2025-09,2025-12-07,94,26,0,7,0,1,1,1156,1030,0.164,0.265,0.505,Финансы,Silver,0,push,1,1,0,0.238,0.114,0.019,вечер,iOS,1,0,10,0.594,1156,8,1,3,0.489,удержание,39,0,High,Active_NonBuyer,Not_Price_Sensitive,Retention,push,удержание,0,51,0,0,Финансы,,0,0,none,content_reco
u000457,2025-07-09,2025-07,2025-12-04,177,29,2,8,0,0,0,0,5531,0.004,0.4,0.585,Путешествия,,0,push,1,1,0,0.292,0.155,0.013,утро,Web,1,0,7,0.782,0,3,4,5,0.451,удержание,21,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,8,56,0,0,Путешествия,,0,0,browse_no_cart,winback
u000458,2025-07-12,2025-07,2025-11-25,174,38,4,2,0,0,0,0,1370,0.048,0.477,0.598,Спорт,,0,push,1,1,0,0.0,0.104,0.034,утро,Android,2,0,8,0.962,0,10,6,6,0.755,удержание,23,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,inapp,реактивация,11,0,0,0,Спорт,,0,0,browse_no_cart,winback
u000459,2025-03-11,2025-03,2025-12-27,297,6,0,8,0,0,0,0,3235,0.128,0.648,0.662,Дом,,0,email,1,0,0,0.369,0.011,0.106,утро,iOS,3,0,8,0.59,0,7,3,6,0.545,активация,22,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,16,70,2,0,Дом,6.0,0,2319,none,content_reco
u000460,2025-10-06,2025-10,2025-11-18,88,45,0,1,0,0,0,0,1082,0.025,0.173,0.278,Красота,Gold,0,inapp,0,0,1,0.004,0.0,0.072,день,Android,1,0,7,1.0,0,7,0,4,0.612,реактивация,17,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,0,0,0,0,Красота,,0,0,none,winback
